ElbowLeftX,ElbowLeftY,ElbowLeftZ,HandLeftX,HandLeftY,HandLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,HandRightX,HandRightY,HandRightZ,SpineShoulderX,SpineShoulder,SpineShoulderZ,SpineMidX,SpineMidY,SpineMidZ
0.43469891,0.590314686,0.11410588,0.439729035,0.742615461,0.064896688,0.693437397,0.601219535,-0.097560994,0.688038468,0.467926443,-0.352914006,0.559016734,0.419055834,0.005076884,0.558423415,0.607648782,0.002826829
0.435044944,0.590478301,0.122464977,0.440135062,0.742599308,0.07721927,0.693481743,0.601136327,-0.09754093,0.688255429,0.467893243,-0.352992922,0.559031859,0.419079244,0.005133841,0.558519371,0.607617453,0.002852912
0.435328573,0.590515316,0.142670915,0.440321386,0.742607236,0.106170021,0.693538487,0.601066053,-0.097618863,0.687787175,0.468629211,-0.351788074,0.559035242,0.419119492,0.011789741,0.558532849,0.607533328,0.006176315
0.435771644,0.590527713,0.167579174,0.440670311,0.742590606,0.147938699,0.693597615,0.600971937,-0.088763788,0.687049747,0.468928903,-0.337364852,0.559046403,0.419144213,0.022802602,0.558591031,0.607446909,0.01168212
0.436248869,0.590395689,0.179461285,0.440814734,0.742565811,0.185510591,0.69474268,0.598955154,-0.087202415,0.68527329,0.467923522,-0.334818214,0.559025288,0.419161856,0.025307843,0.558729097,0.607458338,0.0129299
0.436609745,0.589990795,0.187507257,0.440931022,0.7425614,0.191144839,0.696064711,0.59889406,-0.084168166,0.678421319,0.467088103,-0.31189242,0.559141621,0.418661788,0.031468066,0.558887728,0.607202955,0.01600962
0.437149197,0.589257598,0.177592814,0.441336572,0.742549121,0.167205289,0.697770476,0.596961856,-0.083166577,0.664909303,0.465720654,-0.305632651,0.559156477,0.417840511,0.032811361,0.55922547,0.606729299,0.016675847
0.437384605,0.588896096,0.191312894,0.441475809,0.742588222,0.186958179,0.698203683,0.595165908,-0.081060275,0.653885901,0.461001277,-0.269599974,0.559266627,0.41721189,0.040407558,0.559442952,0.606274232,0.020468139
0.437392652,0.586976826,0.195051983,0.441419661,0.742345452,0.203951284,0.699379563,0.591243505,-0.090061143,0.646396518,0.456428379,-0.2736018,0.559626251,0.416956365,0.03566251,0.559678912,0.606131434,0.018081498
0.437824011,0.58480674,0.199493617,0.441530406,0.741826057,0.200249583,0.699733138,0.589017451,-0.102777973,0.629469037,0.456764042,-0.304524601,0.561042622,0.417111367,0.032011416,0.560618691,0.606368482,0.016253175
0.438342512,0.583432794,0.191851288,0.441782326,0.741596401,0.189088061,0.699670196,0.582838714,-0.12449275,0.613018274,0.452542305,-0.3541255,0.561478376,0.41686435,0.023210934,0.560964108,0.606239431,0.011846627
0.43888098,0.582876444,0.190691039,0.441848904,0.741522849,0.181739956,0.698586643,0.579436421,-0.126930356,0.601145148,0.449772269,-0.34901765,0.561713472,0.41605863,0.019511805,0.561140902,0.605767787,0.009994206
0.43987757,0.582901776,0.218173265,0.442348808,0.741198599,0.200197846,0.690367699,0.566578329,-0.183689743,0.580948293,0.45035556,-0.418580353,0.562102482,0.414764062,0.020630298,0.561317541,0.605443768,0.010521627
0.440205812,0.582612872,0.253025621,0.442472398,0.740625799,0.25671795,0.680606484,0.559065819,-0.198688805,0.566932559,0.448907107,-0.414233834,0.563070267,0.413867027,0.017908217,0.561800629,0.605207771,0.009145911
0.44076404,0.581036866,0.253600508,0.442660987,0.740191162,0.287451416,0.66295445,0.544708133,-0.231051326,0.535952866,0.441865772,-0.426405519,0.563886136,0.413890153,0.018454487,0.562208176,0.605646551,0.009340562
0.440929472,0.580569685,0.23700361,0.442665637,0.740043938,0.256086022,0.650932848,0.530053735,-0.258451223,0.526314616,0.438388675,-0.485921681,0.563881189,0.413859114,0.010329641,0.562231481,0.605949529,0.005259291
0.441286236,0.579679847,0.247805193,0.442619979,0.739427388,0.265639991,0.637748837,0.524990439,-0.261008054,0.511067629,0.432577759,-0.48319158,0.563899249,0.413872376,0.010210335,0.56225729,0.607095025,0.005190244
0.442438751,0.578867912,0.30671531,0.442616373,0.737686098,0.34414658,0.622784793,0.520114243,-0.284291446,0.492661536,0.43138063,-0.495418459,0.563949004,0.414056227,0.013386805,0.562308736,0.608275391,0.00676056
0.442683637,0.575632453,0.280764967,0.442436785,0.735710442,0.295233071,0.613713145,0.510013282,-0.317310572,0.483938605,0.431147426,-0.559863031,0.563894928,0.413569689,0.003941614,0.562182307,0.608204767,0.002036782
0.442928165,0.575792253,0.286986947,0.442434937,0.735237658,0.298720211,0.594576478,0.497074932,-0.341630161,0.456200689,0.431356609,-0.550482988,0.563719139,0.414664939,-0.018280182,0.562012292,0.609575175,-0.009103988
0.443315983,0.575793982,0.280344874,0.442466974,0.734803379,0.286438167,0.580183268,0.492537558,-0.335263669,0.440446675,0.431683153,-0.525494576,0.563227028,0.41516456,-0.029652968,0.561562344,0.610442623,-0.014777608
0.444917053,0.574785531,0.274700552,0.443061113,0.73373276,0.254328728,0.570225358,0.488583356,-0.344795913,0.428125858,0.43186757,-0.521328568,0.5634965,0.414799601,-0.037958633,0.561614513,0.610215276,-0.018938125
0.446412742,0.573255002,0.272970527,0.444907367,0.733211398,0.22530432,0.571338713,0.486824483,-0.34588626,0.426351637,0.434827387,-0.525581956,0.564662442,0.414361134,-0.035089035,0.56219051,0.609448798,-0.017507124
0.447987944,0.572797477,0.244955972,0.446954399,0.732908666,0.18413043,0.570499361,0.485699773,-0.341558069,0.424792767,0.443969846,-0.516985893,0.565482497,0.414202645,-0.032770522,0.562659845,0.608044066,-0.016340166
