ElbowLeftX,ElbowLeftY,ElbowLeftZ,HandLeftX,HandLeftY,HandLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,HandRightX,HandRightY,HandRightZ,SpineShoulderX,SpineShoulder,SpineShoulderZ,SpineMidX,SpineMidY,SpineMidZ
0.273701608,0.425566703,-0.234811351,0.227226421,0.289893329,-0.567845404,0.593274534,0.5914222,-0.006556854,0.663963139,0.694268346,-0.169570774,0.457909346,0.442044318,-0.056186544,0.456424676,0.613713533,-0.028002305
0.273640335,0.427138478,-0.245833799,0.229446217,0.291150033,-0.590786815,0.592836499,0.592376173,2.58506E-05,0.663955212,0.694573343,-0.156320691,0.457839876,0.442056,-0.057931613,0.456388146,0.613759279,-0.028874471
0.273575336,0.428170562,-0.252257735,0.23149161,0.292162836,-0.602928638,0.59246701,0.594066679,0.009882545,0.664241374,0.695762694,-0.140234411,0.457748368,0.442072228,-0.057257921,0.45635438,0.613861732,-0.028538879
0.273692518,0.429192364,-0.254432499,0.235028893,0.292599201,-0.605909467,0.591001868,0.5956918,0.008605456,0.664114833,0.696230948,-0.145716354,0.457711503,0.442209005,-0.057532616,0.45633892,0.614114702,-0.028676077
0.273721188,0.431610107,-0.253054172,0.237771839,0.293218166,-0.60372436,0.589441657,0.597237468,0.005328811,0.663719594,0.697379529,-0.156521529,0.457656384,0.442313954,-0.058164749,0.456330866,0.614311837,-0.0289924
0.273720682,0.436728776,-0.252622634,0.242916062,0.296331227,-0.598340034,0.587632,0.599348605,0.006495762,0.662724555,0.698215723,-0.157126039,0.457534373,0.442330524,-0.054341752,0.456244521,0.614509545,-0.027079115
0.273695856,0.442264467,-0.24105373,0.248143122,0.301855594,-0.577537596,0.585993707,0.600084305,0.035107344,0.660559416,0.698233247,-0.107290313,0.457372576,0.442329749,-0.040978668,0.456207752,0.6147357,-0.020396453
0.273698717,0.446176261,-0.241032451,0.252094001,0.306696147,-0.575555384,0.58485806,0.600623131,0.048930012,0.658549964,0.698792517,-0.091100261,0.4570719,0.442318067,-0.033682709,0.456068389,0.615225933,-0.016745954
0.274536312,0.449475497,-0.240821198,0.256412745,0.311423838,-0.578577578,0.584109604,0.600537598,0.083212391,0.655262291,0.698783696,-0.035135187,0.456930771,0.442259029,-0.019487014,0.455992803,0.615379535,-0.009645736
0.277122349,0.457675934,-0.247253224,0.263041198,0.314334035,-0.598706007,0.583266735,0.598701179,0.095920019,0.647479117,0.697135687,-0.012004027,0.456980824,0.441883802,-0.017914671,0.456038997,0.615194768,-0.008862857
0.280720055,0.470742702,-0.257544279,0.275107801,0.325252146,-0.633391976,0.5822469,0.596353114,0.108767197,0.637870133,0.691800952,0.021216426,0.45743376,0.441266164,-0.020177049,0.45628567,0.61475981,-0.009994899
0.287026107,0.47915715,-0.256872863,0.281740159,0.34174788,-0.637272358,0.580542564,0.59353888,0.118186332,0.630436361,0.683416367,0.036885522,0.457667619,0.440300032,-0.016576886,0.456538223,0.613978095,-0.00819397
0.292304486,0.492638558,-0.238261387,0.292504281,0.358195812,-0.625332713,0.576803327,0.591439962,0.111991443,0.620118499,0.666395485,0.014929024,0.457939893,0.440107897,-0.003186109,0.456762046,0.61344374,-0.001497637
0.299571842,0.51079762,-0.170389593,0.300750971,0.378987461,-0.56438148,0.574929476,0.591502964,0.021074412,0.610840499,0.656700909,-0.22433421,0.459084064,0.440035492,0.024997426,0.457392305,0.613151923,0.012620596
0.304374337,0.51755327,-0.152446195,0.306318134,0.391970187,-0.539519966,0.574645102,0.592084169,0.002338425,0.607064843,0.653745949,-0.262172312,0.459709376,0.439937934,0.029032484,0.457731016,0.613065355,0.014643859
0.307355821,0.534105301,-0.177678242,0.315095812,0.410188258,-0.597416043,0.574690461,0.595427096,-0.070019767,0.582553208,0.640137613,-0.385112584,0.460310385,0.440561622,0.011427556,0.458219223,0.612621933,0.005849085
0.310693294,0.561384022,-0.209749058,0.325589627,0.442214161,-0.625576794,0.574917495,0.590516806,-0.036604445,0.557688534,0.634982526,-0.241478473,0.460137457,0.43951191,-0.010608784,0.458451703,0.611599796,-0.005171661
0.315912873,0.565523744,-0.242642879,0.333812416,0.449765146,-0.632221997,0.575085282,0.586584389,-0.009747275,0.533713698,0.632696748,-0.209054872,0.460069388,0.438672289,-0.028141044,0.45863907,0.610868149,-0.013952721
0.320227444,0.572533548,-0.195701927,0.36060971,0.455326766,-0.548650563,0.575234413,0.582938969,-0.059354305,0.538686931,0.604742229,-0.339645445,0.460390985,0.439445704,0.009307721,0.458730221,0.61067386,0.004777019
0.322340041,0.577645361,-0.193174869,0.369267076,0.466746449,-0.552800953,0.575258493,0.58123517,-0.069605201,0.535660803,0.596648574,-0.391012847,0.460095763,0.44036448,0.021895312,0.458321281,0.610819608,0.011115565
0.32539174,0.58242923,-0.124357224,0.372095525,0.490222871,-0.482030481,0.575026989,0.579187572,-0.057671569,0.534460843,0.589811683,-0.342062414,0.459785745,0.439774007,0.076212799,0.45795019,0.609421298,0.038297502
0.325358033,0.585659921,-0.144231319,0.391879767,0.505774379,-0.482190907,0.575236499,0.579831541,-0.048591021,0.533293366,0.580967188,-0.337301135,0.459264711,0.439564645,0.081066471,0.457554959,0.608626336,0.040795059
0.326915443,0.585115314,-0.161234453,0.403658062,0.503566206,-0.494055182,0.576138139,0.580279887,-0.032330915,0.530634165,0.577132881,-0.352968961,0.458937362,0.43920517,0.075944144,0.457419544,0.608383074,0.03825093
0.328825653,0.583557963,-0.172298402,0.404907376,0.521756828,-0.510268509,0.577086091,0.580590129,-0.026384136,0.528661251,0.573467255,-0.365490466,0.458384037,0.437697291,0.067644963,0.457157016,0.607633397,0.034104444
0.33008185,0.583410203,-0.174354911,0.407199085,0.529919446,-0.500872254,0.57717073,0.580823898,-0.030091235,0.524190009,0.569369137,-0.377540529,0.458067119,0.436561316,0.064929882,0.456960648,0.60708493,0.032739894
0.331058681,0.583711803,-0.175000802,0.409546286,0.529263794,-0.502521336,0.577246785,0.581315875,-0.035939779,0.521847486,0.567368686,-0.376080573,0.458082408,0.435862988,0.061220307,0.456910491,0.606629536,0.03087593
0.330606163,0.583636045,-0.175475642,0.408848345,0.529643655,-0.504824281,0.577341795,0.582025588,-0.045951836,0.521970153,0.566206932,-0.382878542,0.458095551,0.435606539,0.058748538,0.456916317,0.606507838,0.02962898
