HandLeftX,HandLeftY,HandLeftZ,HandRightX,HandRightY,HandRightZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,hipLeftX,hipLeftY,hipLeftZ,hipRightX,hipRightY,hipRightZ
0.34895628690719604,0.7382409572601318,0.11626432836055756,0.7920333743095398,0.9588733315467834,-0.2597822844982147,0.460765540599823,0.40280216932296753,-0.26006150245666504,0.670242428779602,0.4953823983669281,-0.3451789617538452,0.4092105031013489,0.7893191576004028,0.015253824181854725,0.5333030819892883,0.8402199149131775,-0.01429046131670475
0.3488791286945343,0.7390072345733643,0.2712216377258301,0.7896973490715027,0.956986129283905,-0.04500348120927811,0.46170005202293396,0.40301960706710815,-0.08376725763082504,0.6701914072036743,0.49412041902542114,-0.14400704205036163,0.4090566635131836,0.8156681656837463,0.01289057731628418,0.5339836478233337,0.8591722846031189,-0.01199401170015335
0.3481319546699524,0.7423992156982422,0.22425930202007294,0.7848601937294006,0.9555097222328186,-0.0271019097417593,0.46183013916015625,0.40374264121055603,-0.09311802685260773,0.6700083017349243,0.49394938349723816,-0.12691989541053772,0.40772682428359985,0.8264557123184204,0.007963630370795727,0.5343059301376343,0.8700845837593079,-0.007114906795322895
0.34732311964035034,0.743209719657898,0.21612398326396942,0.7787961959838867,0.954175591468811,-0.039078302681446075,0.46093592047691345,0.4042782485485077,-0.11055426299571991,0.668480634689331,0.49380677938461304,-0.12224531173706055,0.405393123626709,0.8324633240699768,0.000307360285660252,0.5343127250671387,0.8756118416786194,0.0005642828764393926
0.3422132432460785,0.7443247437477112,0.20587792992591858,0.7764952778816223,0.9527422785758972,-0.0638732761144638,0.4588623046875,0.4042808711528778,-0.12002331018447876,0.6658962965011597,0.49343326687812805,-0.11273558437824249,0.4034319818019867,0.8368922472000122,-0.004448138177394867,0.5343387722969055,0.8774034380912781,0.005294816568493843
0.3362780213356018,0.7481523752212524,0.16427887976169586,0.7754327654838562,0.9518660306930542,-0.027582496404647827,0.4552236497402191,0.4042196273803711,-0.13480938971042633,0.6616824865341187,0.4929902255535126,-0.10947036743164062,0.40127095580101013,0.8352992534637451,-0.009260447695851326,0.5343128442764282,0.874550461769104,0.010131191462278366
0.33081987500190735,0.7505649328231812,0.09814818948507309,0.7741209268569946,0.950207531452179,-0.03504764288663864,0.4498264789581299,0.4043704569339752,-0.13608971238136292,0.6558941006660461,0.49058306217193604,-0.10037563741207123,0.39851027727127075,0.8375443816184998,-0.011306027881801128,0.5333961248397827,0.8741238117218018,0.012180901132524014
0.3258555233478546,0.7519779801368713,-0.02450142428278923,0.7632144689559937,0.926904559135437,-0.06184597685933113,0.4412412643432617,0.4034276604652405,-0.13619551062583923,0.6443406343460083,0.48428159952163696,-0.10571420192718506,0.3953164219856262,0.8351497650146484,-0.011589016765356064,0.5298067927360535,0.8735895156860352,0.012475809082388878
0.3200063109397888,0.7528076767921448,0.005553717724978924,0.7539739608764648,0.9135769009590149,-0.08143570274114609,0.43260759115219116,0.40299558639526367,-0.1401345431804657,0.6369954943656921,0.4808509647846222,-0.11535917222499847,0.3894065022468567,0.8336726427078247,-0.013123005628585815,0.5251433849334717,0.8721633553504944,0.014014244079589844
0.31286048889160156,0.7497481107711792,-0.0808914378285408,0.7044448256492615,0.8798897862434387,-0.030991828069090843,0.4179632067680359,0.40164676308631897,-0.08698975294828415,0.6205160617828369,0.47587722539901733,-0.07639403641223907,0.38302674889564514,0.8326618671417236,-0.0136708440259099,0.5185210704803467,0.8697285056114197,0.014470219612121582
0.3080705404281616,0.744556188583374,-0.009436284191906452,0.6762591600418091,0.8595417141914368,0.052791573107242584,0.40771928429603577,0.3983718156814575,-0.05437897518277168,0.6078852415084839,0.4660149812698364,-0.047767870128154755,0.3776049315929413,0.8297824859619141,-0.015486737713217735,0.5127594470977783,0.8617552518844604,0.016105789691209793
0.2955651581287384,0.7406850457191467,0.14366082847118378,0.6299886703491211,0.8303336501121521,0.13253873586654663,0.3893648684024811,0.39052948355674744,-0.01109659019857645,0.5852645635604858,0.44475632905960083,-0.017290854826569557,0.37170809507369995,0.8276690244674683,-0.015713457018136978,0.5054301619529724,0.8533994555473328,0.016258548945188522
